[INFO] [1729174421.341131]: Waiting for sensor data...
[INFO] [1729174421.443595]: Calculated Dynamic CoM: x=5.09295707176, y=-0.987625606921, z=25.6044681209
[INFO] [1729174421.443835]: Projected CoM on the ground: x=5.09295707176, y=-0.987625606921, z=0
[INFO] [1729174421.443962]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.141339]: Calculated Dynamic CoM: x=0.238322950849, y=-1.00192398513, z=26.2019438356
[INFO] [1729174567.141709]: Projected CoM on the ground: x=0.238322950849, y=-1.00192398513, z=0
[INFO] [1729174567.141975]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.142191]: Calculated Dynamic ZMP: x=0.560637344844, y=-1.0097447537
[INFO] [1729174567.142413]: Calculated ZMP: x=0.560637344844, y=-1.0097447537
[INFO] [1729174567.241366]: Calculated Dynamic CoM: x=0.284611396945, y=-1.00219171937, z=26.2008990513
[INFO] [1729174567.241668]: Projected CoM on the ground: x=0.284611396945, y=-1.00219171937, z=0
[INFO] [1729174567.241904]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.242133]: Calculated Dynamic ZMP: x=0.653899322972, y=-1.03320743418
[INFO] [1729174567.242360]: Calculated ZMP: x=0.653899322972, y=-1.03320743418
[INFO] [1729174567.341318]: Calculated Dynamic CoM: x=0.240022780347, y=-1.00213393584, z=26.2013925376
[INFO] [1729174567.341604]: Projected CoM on the ground: x=0.240022780347, y=-1.00213393584, z=0
[INFO] [1729174567.341840]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.342041]: Calculated Dynamic ZMP: x=0.564872585707, y=-1.03263327946
[INFO] [1729174567.342234]: Calculated ZMP: x=0.564872585707, y=-1.03263327946
[INFO] [1729174567.441309]: Calculated Dynamic CoM: x=0.245294900267, y=-1.00229424042, z=26.2019112146
[INFO] [1729174567.441562]: Projected CoM on the ground: x=0.245294900267, y=-1.00229424042, z=0
[INFO] [1729174567.441748]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.441951]: Calculated Dynamic ZMP: x=0.57611174348, y=-1.04909186076
[INFO] [1729174567.442160]: Calculated ZMP: x=0.57611174348, y=-1.04909186076
[INFO] [1729174567.541318]: Calculated Dynamic CoM: x=0.204074683887, y=-1.00239873563, z=26.201561882
[INFO] [1729174567.541635]: Projected CoM on the ground: x=0.204074683887, y=-1.00239873563, z=0
[INFO] [1729174567.541880]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.542066]: Calculated Dynamic ZMP: x=0.494469160157, y=-1.07169327472
[INFO] [1729174567.542372]: Calculated ZMP: x=0.494469160157, y=-1.07169327472
[INFO] [1729174567.641340]: Calculated Dynamic CoM: x=0.226421031803, y=-1.00237656521, z=26.2013746709
[INFO] [1729174567.641640]: Projected CoM on the ground: x=0.226421031803, y=-1.00237656521, z=0
[INFO] [1729174567.641884]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.642039]: Calculated Dynamic ZMP: x=0.538899023134, y=-1.06242406412
[INFO] [1729174567.642251]: Calculated ZMP: x=0.538899023134, y=-1.06242406412
[INFO] [1729174567.741338]: Calculated Dynamic CoM: x=0.194621887146, y=-1.00203587503, z=26.2022876033
[INFO] [1729174567.741618]: Projected CoM on the ground: x=0.194621887146, y=-1.00203587503, z=0
[INFO] [1729174567.741848]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.742071]: Calculated Dynamic ZMP: x=0.473792652489, y=-1.02652360234
[INFO] [1729174567.742252]: Calculated ZMP: x=0.473792652489, y=-1.02652360234
[INFO] [1729174567.841326]: Calculated Dynamic CoM: x=0.258269106994, y=-1.00214842808, z=26.2016949008
[INFO] [1729174567.841610]: Projected CoM on the ground: x=0.258269106994, y=-1.00214842808, z=0
[INFO] [1729174567.841889]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.842096]: Calculated Dynamic ZMP: x=0.600545016125, y=-1.03189822247
[INFO] [1729174567.842296]: Calculated ZMP: x=0.600545016125, y=-1.03189822247
[INFO] [1729174567.941318]: Calculated Dynamic CoM: x=0.22656016723, y=-1.00237135686, z=26.2019362964
[INFO] [1729174567.941619]: Projected CoM on the ground: x=0.22656016723, y=-1.00237135686, z=0
[INFO] [1729174567.941871]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174567.942225]: Calculated Dynamic ZMP: x=0.538891605013, y=-1.06174064825
[INFO] [1729174567.942423]: Calculated ZMP: x=0.538891605013, y=-1.06174064825
[INFO] [1729174568.041346]: Calculated Dynamic CoM: x=0.23185556779, y=-1.00199429398, z=26.2020450549
[INFO] [1729174568.041604]: Projected CoM on the ground: x=0.23185556779, y=-1.00199429398, z=0
[INFO] [1729174568.042342]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.042559]: Calculated Dynamic ZMP: x=0.547675880082, y=-1.01790526218
[INFO] [1729174568.042768]: Calculated ZMP: x=0.547675880082, y=-1.01790526218
[INFO] [1729174568.141332]: Calculated Dynamic CoM: x=0.246668148443, y=-1.00223424296, z=26.2011603921
[INFO] [1729174568.141651]: Projected CoM on the ground: x=0.246668148443, y=-1.00223424296, z=0
[INFO] [1729174568.142105]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.142315]: Calculated Dynamic ZMP: x=0.578829166437, y=-1.04249912407
[INFO] [1729174568.142533]: Calculated ZMP: x=0.578829166437, y=-1.04249912407
[INFO] [1729174568.241326]: Calculated Dynamic CoM: x=0.242738578975, y=-1.00225904665, z=26.2012385407
[INFO] [1729174568.241623]: Projected CoM on the ground: x=0.242738578975, y=-1.00225904665, z=0
[INFO] [1729174568.241864]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.242042]: Calculated Dynamic ZMP: x=0.571238222686, y=-1.04583736613
[INFO] [1729174568.242250]: Calculated ZMP: x=0.571238222686, y=-1.04583736613
[INFO] [1729174568.341290]: Calculated Dynamic CoM: x=0.249431644626, y=-1.00186195698, z=26.2010782118
[INFO] [1729174568.341585]: Projected CoM on the ground: x=0.249431644626, y=-1.00186195698, z=0
[INFO] [1729174568.341848]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.342067]: Calculated Dynamic ZMP: x=0.582890189503, y=-1.00285627183
[INFO] [1729174568.342263]: Calculated ZMP: x=0.582890189503, y=-1.00285627183
[INFO] [1729174568.441376]: Calculated Dynamic CoM: x=0.258163056058, y=-1.00217765942, z=26.2017650897
[INFO] [1729174568.441663]: Projected CoM on the ground: x=0.258163056058, y=-1.00217765942, z=0
[INFO] [1729174568.441961]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.442159]: Calculated Dynamic ZMP: x=0.601337023547, y=-1.03495703513
[INFO] [1729174568.442367]: Calculated ZMP: x=0.601337023547, y=-1.03495703513
[INFO] [1729174568.541328]: Calculated Dynamic CoM: x=0.223187261665, y=-1.00196660193, z=26.2021513111
[INFO] [1729174568.541584]: Projected CoM on the ground: x=0.223187261665, y=-1.00196660193, z=0
[INFO] [1729174568.541787]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.541959]: Calculated Dynamic ZMP: x=0.53080089259, y=-1.01529292959
[INFO] [1729174568.542083]: Calculated ZMP: x=0.53080089259, y=-1.01529292959
[INFO] [1729174568.641318]: Calculated Dynamic CoM: x=0.205736422316, y=-1.00205326211, z=26.2021756176
[INFO] [1729174568.641578]: Projected CoM on the ground: x=0.205736422316, y=-1.00205326211, z=0
[INFO] [1729174568.641786]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.641992]: Calculated Dynamic ZMP: x=0.496184078046, y=-1.0274321064
[INFO] [1729174568.642171]: Calculated ZMP: x=0.496184078046, y=-1.0274321064
[INFO] [1729174568.741323]: Calculated Dynamic CoM: x=0.225986843385, y=-1.00214951656, z=26.2020035902
[INFO] [1729174568.741614]: Projected CoM on the ground: x=0.225986843385, y=-1.00214951656, z=0
[INFO] [1729174568.741904]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.742115]: Calculated Dynamic ZMP: x=0.536964484069, y=-1.03631613428
[INFO] [1729174568.742310]: Calculated ZMP: x=0.536964484069, y=-1.03631613428
[INFO] [1729174568.841328]: Calculated Dynamic CoM: x=0.244740563613, y=-1.00244080852, z=26.2018649097
[INFO] [1729174568.841579]: Projected CoM on the ground: x=0.244740563613, y=-1.00244080852, z=0
[INFO] [1729174568.841742]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.841947]: Calculated Dynamic ZMP: x=0.57623191092, y=-1.06494726706
[INFO] [1729174568.842322]: Calculated ZMP: x=0.57623191092, y=-1.06494726706
[INFO] [1729174568.941362]: Calculated Dynamic CoM: x=0.258553729041, y=-1.00164047817, z=26.2015723524
[INFO] [1729174568.941635]: Projected CoM on the ground: x=0.258553729041, y=-1.00164047817, z=0
[INFO] [1729174568.941867]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174568.942185]: Calculated Dynamic ZMP: x=0.600435414992, y=-0.980196023225
[INFO] [1729174568.942486]: Calculated ZMP: x=0.600435414992, y=-0.980196023225
[INFO] [1729174569.041312]: Calculated Dynamic CoM: x=0.268019620671, y=-1.00195506534, z=26.2015893993
[INFO] [1729174569.041530]: Projected CoM on the ground: x=0.268019620671, y=-1.00195506534, z=0
[INFO] [1729174569.041683]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.041833]: Calculated Dynamic ZMP: x=0.620196406806, y=-1.01193637167
[INFO] [1729174569.041963]: Calculated ZMP: x=0.620196406806, y=-1.01193637167
[INFO] [1729174569.141321]: Calculated Dynamic CoM: x=0.223215785523, y=-1.00180653857, z=26.2020709053
[INFO] [1729174569.141608]: Projected CoM on the ground: x=0.223215785523, y=-1.00180653857, z=0
[INFO] [1729174569.141824]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.141960]: Calculated Dynamic ZMP: x=0.530474403416, y=-0.996432420489
[INFO] [1729174569.142084]: Calculated ZMP: x=0.530474403416, y=-0.996432420489
[INFO] [1729174569.241365]: Calculated Dynamic CoM: x=0.293742452152, y=-1.0016349195, z=26.2008449909
[INFO] [1729174569.241643]: Projected CoM on the ground: x=0.293742452152, y=-1.0016349195, z=0
[INFO] [1729174569.241872]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.242069]: Calculated Dynamic ZMP: x=0.670375293689, y=-0.982291938848
[INFO] [1729174569.242260]: Calculated ZMP: x=0.670375293689, y=-0.982291938848
[INFO] [1729174569.341318]: Calculated Dynamic CoM: x=0.281204671266, y=-1.00182927061, z=26.2009342419
[INFO] [1729174569.341593]: Projected CoM on the ground: x=0.281204671266, y=-1.00182927061, z=0
[INFO] [1729174569.341835]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.342029]: Calculated Dynamic ZMP: x=0.646118184165, y=-0.999677706557
[INFO] [1729174569.342219]: Calculated ZMP: x=0.646118184165, y=-0.999677706557
[INFO] [1729174569.441320]: Calculated Dynamic CoM: x=0.292766702802, y=-1.00206612913, z=26.2011946517
[INFO] [1729174569.441592]: Projected CoM on the ground: x=0.292766702802, y=-1.00206612913, z=0
[INFO] [1729174569.441751]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.441910]: Calculated Dynamic ZMP: x=0.669816602663, y=-1.02107780582
[INFO] [1729174569.442036]: Calculated ZMP: x=0.669816602663, y=-1.02107780582
[INFO] [1729174569.541342]: Calculated Dynamic CoM: x=0.23522299873, y=-1.00188831023, z=26.2019881837
[INFO] [1729174569.541599]: Projected CoM on the ground: x=0.23522299873, y=-1.00188831023, z=0
[INFO] [1729174569.541763]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.541939]: Calculated Dynamic ZMP: x=0.554404324662, y=-1.00586274181
[INFO] [1729174569.542069]: Calculated ZMP: x=0.554404324662, y=-1.00586274181
[INFO] [1729174569.641319]: Calculated Dynamic CoM: x=0.241755405577, y=-1.00208289767, z=26.201462864
[INFO] [1729174569.641562]: Projected CoM on the ground: x=0.241755405577, y=-1.00208289767, z=0
[INFO] [1729174569.641732]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.641899]: Calculated Dynamic ZMP: x=0.568035166048, y=-1.02687908762
[INFO] [1729174569.642028]: Calculated ZMP: x=0.568035166048, y=-1.02687908762
[INFO] [1729174569.741318]: Calculated Dynamic CoM: x=0.239423932459, y=-1.00239597827, z=26.2012583361
[INFO] [1729174569.741561]: Projected CoM on the ground: x=0.239423932459, y=-1.00239597827, z=0
[INFO] [1729174569.741745]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.741905]: Calculated Dynamic ZMP: x=0.564738807155, y=-1.06129624567
[INFO] [1729174569.742032]: Calculated ZMP: x=0.564738807155, y=-1.06129624567
[INFO] [1729174569.841313]: Calculated Dynamic CoM: x=0.22735960523, y=-1.00187175172, z=26.2020736838
[INFO] [1729174569.841578]: Projected CoM on the ground: x=0.22735960523, y=-1.00187175172, z=0
[INFO] [1729174569.841786]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.842002]: Calculated Dynamic ZMP: x=0.538981383027, y=-1.00408747081
[INFO] [1729174569.842198]: Calculated ZMP: x=0.538981383027, y=-1.00408747081
[INFO] [1729174569.941315]: Calculated Dynamic CoM: x=0.229859406042, y=-1.00223700003, z=26.2019680742
[INFO] [1729174569.941586]: Projected CoM on the ground: x=0.229859406042, y=-1.00223700003, z=0
[INFO] [1729174569.941757]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174569.942135]: Calculated Dynamic ZMP: x=0.545132356068, y=-1.04570081432
[INFO] [1729174569.942268]: Calculated ZMP: x=0.545132356068, y=-1.04570081432
[INFO] [1729174570.041246]: Calculated Dynamic CoM: x=0.195946399913, y=-1.00168162466, z=26.2023930281
[INFO] [1729174570.041516]: Projected CoM on the ground: x=0.195946399913, y=-1.00168162466, z=0
[INFO] [1729174570.041727]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.041963]: Calculated Dynamic ZMP: x=0.475126245667, y=-0.978882710083
[INFO] [1729174570.042166]: Calculated ZMP: x=0.475126245667, y=-0.978882710083
[INFO] [1729174570.141318]: Calculated Dynamic CoM: x=0.247562619808, y=-1.00180227193, z=26.2018234149
[INFO] [1729174570.141595]: Projected CoM on the ground: x=0.247562619808, y=-1.00180227193, z=0
[INFO] [1729174570.141845]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.142044]: Calculated Dynamic ZMP: x=0.578706921619, y=-0.996512849507
[INFO] [1729174570.142222]: Calculated ZMP: x=0.578706921619, y=-0.996512849507
[INFO] [1729174570.241309]: Calculated Dynamic CoM: x=0.251581896018, y=-1.00168234603, z=26.2012280456
[INFO] [1729174570.241571]: Projected CoM on the ground: x=0.251581896018, y=-1.00168234603, z=0
[INFO] [1729174570.241822]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.242036]: Calculated Dynamic ZMP: x=0.586469102679, y=-0.984011069512
[INFO] [1729174570.242222]: Calculated ZMP: x=0.586469102679, y=-0.984011069512
[INFO] [1729174570.341320]: Calculated Dynamic CoM: x=0.226214738767, y=-1.00194871065, z=26.202064648
[INFO] [1729174570.341596]: Projected CoM on the ground: x=0.226214738767, y=-1.00194871065, z=0
[INFO] [1729174570.341834]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.342052]: Calculated Dynamic ZMP: x=0.537345531993, y=-1.01305916508
[INFO] [1729174570.342249]: Calculated ZMP: x=0.537345531993, y=-1.01305916508
[INFO] [1729174570.441320]: Calculated Dynamic CoM: x=0.234273258926, y=-1.00250062634, z=26.2018246559
[INFO] [1729174570.441584]: Projected CoM on the ground: x=0.234273258926, y=-1.00250062634, z=0
[INFO] [1729174570.441829]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.442027]: Calculated Dynamic ZMP: x=0.555447249084, y=-1.07431518829
[INFO] [1729174570.442221]: Calculated ZMP: x=0.555447249084, y=-1.07431518829
[INFO] [1729174570.541361]: Calculated Dynamic CoM: x=0.223738313034, y=-1.00258226946, z=26.2020492468
[INFO] [1729174570.541635]: Projected CoM on the ground: x=0.223738313034, y=-1.00258226946, z=0
[INFO] [1729174570.541883]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.542190]: Calculated Dynamic ZMP: x=0.534356525836, y=-1.08698730112
[INFO] [1729174570.542407]: Calculated ZMP: x=0.534356525836, y=-1.08698730112
[INFO] [1729174570.641334]: Calculated Dynamic CoM: x=0.19711624345, y=-1.00203081803, z=26.2017938347
[INFO] [1729174570.641593]: Projected CoM on the ground: x=0.19711624345, y=-1.00203081803, z=0
[INFO] [1729174570.641820]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.642014]: Calculated Dynamic ZMP: x=0.47913593042, y=-1.02557853124
[INFO] [1729174570.642198]: Calculated ZMP: x=0.47913593042, y=-1.02557853124
[INFO] [1729174570.741329]: Calculated Dynamic CoM: x=0.237191281703, y=-1.00211258838, z=26.2018152704
[INFO] [1729174570.741656]: Projected CoM on the ground: x=0.237191281703, y=-1.00211258838, z=0
[INFO] [1729174570.741883]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.742072]: Calculated Dynamic ZMP: x=0.559115143021, y=-1.03063661176
[INFO] [1729174570.742250]: Calculated ZMP: x=0.559115143021, y=-1.03063661176
[INFO] [1729174570.841280]: Calculated Dynamic CoM: x=0.237953964174, y=-1.00208883935, z=26.2019743364
[INFO] [1729174570.841554]: Projected CoM on the ground: x=0.237953964174, y=-1.00208883935, z=0
[INFO] [1729174570.841758]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.841947]: Calculated Dynamic ZMP: x=0.560770862379, y=-1.02795058205
[INFO] [1729174570.842075]: Calculated ZMP: x=0.560770862379, y=-1.02795058205
[INFO] [1729174570.941332]: Calculated Dynamic CoM: x=0.230965729554, y=-1.00222271402, z=26.2019449857
[INFO] [1729174570.941631]: Projected CoM on the ground: x=0.230965729554, y=-1.00222271402, z=0
[INFO] [1729174570.941904]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174570.942110]: Calculated Dynamic ZMP: x=0.547813146901, y=-1.04394977464
[INFO] [1729174570.942305]: Calculated ZMP: x=0.547813146901, y=-1.04394977464
[INFO] [1729174571.041375]: Calculated Dynamic CoM: x=0.230135943716, y=-1.0020486559, z=26.2020122549
[INFO] [1729174571.041617]: Projected CoM on the ground: x=0.230135943716, y=-1.0020486559, z=0
[INFO] [1729174571.041811]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.042022]: Calculated Dynamic ZMP: x=0.54498306063, y=-1.02424536774
[INFO] [1729174571.042256]: Calculated ZMP: x=0.54498306063, y=-1.02424536774
[INFO] [1729174571.141368]: Calculated Dynamic CoM: x=0.22940765063, y=-1.00163743678, z=26.2020792338
[INFO] [1729174571.141605]: Projected CoM on the ground: x=0.22940765063, y=-1.00163743678, z=0
[INFO] [1729174571.141787]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.141987]: Calculated Dynamic ZMP: x=0.541588047001, y=-0.977151713208
[INFO] [1729174571.142232]: Calculated ZMP: x=0.541588047001, y=-0.977151713208
[INFO] [1729174571.241359]: Calculated Dynamic CoM: x=0.279521064007, y=-1.00204465801, z=26.2015076436
[INFO] [1729174571.241610]: Projected CoM on the ground: x=0.279521064007, y=-1.00204465801, z=0
[INFO] [1729174571.241773]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.241997]: Calculated Dynamic ZMP: x=0.64360166258, y=-1.01996955709
[INFO] [1729174571.242186]: Calculated ZMP: x=0.64360166258, y=-1.01996955709
[INFO] [1729174571.341354]: Calculated Dynamic CoM: x=0.253090203427, y=-1.00249400951, z=26.2017581272
[INFO] [1729174571.341641]: Projected CoM on the ground: x=0.253090203427, y=-1.00249400951, z=0
[INFO] [1729174571.341855]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.342039]: Calculated Dynamic ZMP: x=0.592318664068, y=-1.06825785579
[INFO] [1729174571.342235]: Calculated ZMP: x=0.592318664068, y=-1.06825785579
[INFO] [1729174571.441361]: Calculated Dynamic CoM: x=0.218382687178, y=-1.00219791054, z=26.2020099242
[INFO] [1729174571.441637]: Projected CoM on the ground: x=0.218382687178, y=-1.00219791054, z=0
[INFO] [1729174571.441844]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.442181]: Calculated Dynamic ZMP: x=0.521962518404, y=-1.043271812
[INFO] [1729174571.442387]: Calculated ZMP: x=0.521962518404, y=-1.043271812
[INFO] [1729174571.541460]: Calculated Dynamic CoM: x=0.214248643795, y=-1.00189300849, z=26.2019764114
[INFO] [1729174571.541786]: Projected CoM on the ground: x=0.214248643795, y=-1.00189300849, z=0
[INFO] [1729174571.542045]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.542275]: Calculated Dynamic ZMP: x=0.512707193785, y=-1.00682965815
[INFO] [1729174571.542499]: Calculated ZMP: x=0.512707193785, y=-1.00682965815
[INFO] [1729174571.641351]: Calculated Dynamic CoM: x=0.271752718008, y=-1.00202232877, z=26.2008645487
[INFO] [1729174571.641731]: Projected CoM on the ground: x=0.271752718008, y=-1.00202232877, z=0
[INFO] [1729174571.641972]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.642215]: Calculated Dynamic ZMP: x=0.627801806542, y=-1.01830803722
[INFO] [1729174571.642419]: Calculated ZMP: x=0.627801806542, y=-1.01830803722
[INFO] [1729174571.741363]: Calculated Dynamic CoM: x=0.263672295954, y=-1.00232734162, z=26.2016078027
[INFO] [1729174571.741639]: Projected CoM on the ground: x=0.263672295954, y=-1.00232734162, z=0
[INFO] [1729174571.741855]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.742122]: Calculated Dynamic ZMP: x=0.612938317537, y=-1.04915758938
[INFO] [1729174571.742304]: Calculated ZMP: x=0.612938317537, y=-1.04915758938
[INFO] [1729174571.841353]: Calculated Dynamic CoM: x=0.248735649111, y=-1.00232945806, z=26.20173677
[INFO] [1729174571.841623]: Projected CoM on the ground: x=0.248735649111, y=-1.00232945806, z=0
[INFO] [1729174571.841821]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.841969]: Calculated Dynamic ZMP: x=0.58303943693, y=-1.05214129119
[INFO] [1729174571.842110]: Calculated ZMP: x=0.58303943693, y=-1.05214129119
[INFO] [1729174571.941366]: Calculated Dynamic CoM: x=0.244422442295, y=-1.00182464296, z=26.2013786435
[INFO] [1729174571.941634]: Projected CoM on the ground: x=0.244422442295, y=-1.00182464296, z=0
[INFO] [1729174571.941834]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174571.942209]: Calculated Dynamic ZMP: x=0.572388673983, y=-0.998857433955
[INFO] [1729174571.942396]: Calculated ZMP: x=0.572388673983, y=-0.998857433955
[INFO] [1729174572.041358]: Calculated Dynamic CoM: x=0.238536922529, y=-1.00223102091, z=26.201821927
[INFO] [1729174572.041632]: Projected CoM on the ground: x=0.238536922529, y=-1.00223102091, z=0
[INFO] [1729174572.041848]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.042230]: Calculated Dynamic ZMP: x=0.562062761738, y=-1.04343710681
[INFO] [1729174572.042417]: Calculated ZMP: x=0.562062761738, y=-1.04343710681
[INFO] [1729174572.141327]: Calculated Dynamic CoM: x=0.250613852309, y=-1.00178642189, z=26.2012837799
[INFO] [1729174572.141595]: Projected CoM on the ground: x=0.250613852309, y=-1.00178642189, z=0
[INFO] [1729174572.141845]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.142091]: Calculated Dynamic ZMP: x=0.585016784134, y=-0.994904603981
[INFO] [1729174572.142522]: Calculated ZMP: x=0.585016784134, y=-0.994904603981
[INFO] [1729174572.241320]: Calculated Dynamic CoM: x=0.204514464122, y=-1.00242604371, z=26.2017374706
[INFO] [1729174572.241590]: Projected CoM on the ground: x=0.204514464122, y=-1.00242604371, z=0
[INFO] [1729174572.241770]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.242230]: Calculated Dynamic ZMP: x=0.495931674452, y=-1.07512195177
[INFO] [1729174572.242426]: Calculated ZMP: x=0.495931674452, y=-1.07512195177
[INFO] [1729174572.341318]: Calculated Dynamic CoM: x=0.260410636222, y=-1.00192417751, z=26.2012038657
[INFO] [1729174572.341569]: Projected CoM on the ground: x=0.260410636222, y=-1.00192417751, z=0
[INFO] [1729174572.341749]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.341902]: Calculated Dynamic ZMP: x=0.604642338513, y=-1.00910057707
[INFO] [1729174572.342028]: Calculated ZMP: x=0.604642338513, y=-1.00910057707
[INFO] [1729174572.441317]: Calculated Dynamic CoM: x=0.171802085437, y=-1.00218442952, z=26.2023851473
[INFO] [1729174572.441596]: Projected CoM on the ground: x=0.171802085437, y=-1.00218442952, z=0
[INFO] [1729174572.441855]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.442062]: Calculated Dynamic ZMP: x=0.429267380999, y=-1.05223335709
[INFO] [1729174572.442259]: Calculated ZMP: x=0.429267380999, y=-1.05223335709
[INFO] [1729174572.541323]: Calculated Dynamic CoM: x=0.258826421726, y=-1.00217975497, z=26.2017285373
[INFO] [1729174572.541610]: Projected CoM on the ground: x=0.258826421726, y=-1.00217975497, z=0
[INFO] [1729174572.541853]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.542174]: Calculated Dynamic ZMP: x=0.602009447081, y=-1.03502284897
[INFO] [1729174572.542397]: Calculated ZMP: x=0.602009447081, y=-1.03502284897
[INFO] [1729174572.641320]: Calculated Dynamic CoM: x=0.238290875932, y=-1.00148243037, z=26.2018552564
[INFO] [1729174572.641586]: Projected CoM on the ground: x=0.238290875932, y=-1.00148243037, z=0
[INFO] [1729174572.641851]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.642071]: Calculated Dynamic ZMP: x=0.559398246723, y=-0.960776957996
[INFO] [1729174572.642281]: Calculated ZMP: x=0.559398246723, y=-0.960776957996
[INFO] [1729174572.741330]: Calculated Dynamic CoM: x=0.259868069478, y=-1.00157801258, z=26.2017522379
[INFO] [1729174572.741608]: Projected CoM on the ground: x=0.259868069478, y=-1.00157801258, z=0
[INFO] [1729174572.741859]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.742048]: Calculated Dynamic ZMP: x=0.602236839352, y=-0.97398929461
[INFO] [1729174572.742242]: Calculated ZMP: x=0.602236839352, y=-0.97398929461
[INFO] [1729174572.841321]: Calculated Dynamic CoM: x=0.214994830823, y=-1.00226256732, z=26.2021481398
[INFO] [1729174572.841653]: Projected CoM on the ground: x=0.214994830823, y=-1.00226256732, z=0
[INFO] [1729174572.841894]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174572.842093]: Calculated Dynamic ZMP: x=0.516007263456, y=-1.05183175366
[INFO] [1729174572.842289]: Calculated ZMP: x=0.516007263456, y=-1.05183175366
[INFO] [1729174572.941316]: Calculated Dynamic CoM: x=0.235205234808, y=-1.00209691448, z=26.2017734194
